SAMPLE_NAME;ROCK1;SIO2_pct;TIO2_pct;AL2O3_pct;FEOT_pct;CAO_pct;MGO_pct;MNO_pct;K2O_pct;NA2O_pct;P2O5_pct
S01519;RHYOLITE;77.2;0.28;11.5;3.34;0.57;0.54;0.05;3.47;0.99;0.05
S01520;RHYOLITE;74.2;0.24;12.8;3.1;1;0.5;0.04;2.76;3.11;0.03
S01521;RHYOLITE;71.9;0.2;10.8;2.74;3.85;0.73;0.1;4.02;1.7;0.03
S01522;RHYOLITE;77.1;0.17;10.2;1.73;0.78;0.3;0.06;2.42;4.11;0.02
S01523;GABBRO;46;0.09;20.9;4.41;13.2;8.86;0.1;0.26;0.95;0.01
S01524;KOMATIITE;48.22;0.52;9.86;11.32;6.29;18.43;0.22;0.19;1.08;0.05
S01525;KOMATIITE;45.42;0.45;9.9;11.57;8.21;21.72;0.17;0.05;0.38;0.02
S01526;KOMATIITE;46.8;0.51;7.57;12.08;8.31;19.89;0.24;0.05;0.98;0.02
S01527;BASALT;51.28;0.59;10.66;10.23;8.07;14.99;0.21;0.15;2.14;0.07
S01528;KOMATIITE;46.72;0.46;7.41;11.48;7.92;23.53;0.26;0.1;0.25;0.02
S01529;KOMATIITE;48.43;0.68;10.61;11.55;10.52;14.43;0.2;0.23;1.76;0.06
S01530;KOMATIITE;47.17;0.5;7.58;11.5;9.22;21.7;0.25;0.14;0.19;0.03
S01531;KOMATIITE;45.56;0.31;7.45;10.85;7.1;26.82;0.21;0.07;0.2;0.03
S01532;BASALT;51.6;0.88;17.7;11.07;13.81;3.18;0.16;0.25;0.63;
S01533;BASALT;48.52;0.96;16.07;10.94;12.67;7.87;0.18;0.02;1.47;0.08
S01534;BASALT;49.64;0.99;15.5;12.17;11.03;7.71;0.22;0.14;1.19;0.06
S01535;BASALT;49.68;1.59;13.78;13.88;9.68;6.92;0.23;0.21;2.35;0.13
S01536;BASALT;47.05;1.83;14.21;15.85;10.71;6.32;0.3;0.29;1.52;0.16
S01537;BASALT;49.68;2.63;11.96;16.1;7.36;5.9;0.29;0.25;3.76;0.29
S01538;BASALT;51.13;1.98;13.47;14.97;8.17;5.8;0.2;0.04;2.45;0.12
S01539;BASALT;52.59;2.06;13.25;14.03;7.23;4.93;0.2;0.12;3.84;0.18
S01540;BASALT;52.14;2.48;13.06;14.59;6.84;4.89;0.21;0.59;3.34;0.22
S01541;BASALT;50.49;1.77;14.47;14.18;8.14;4.45;0.19;0.06;4.5;0.16
S01542;BASALT;53.51;2.49;12.29;14.97;8.13;3.58;0.31;0.2;2.55;0.3
S01543;RHYOLITE;74.4;0.28;12.27;4.19;0.81;0.82;0.09;0.12;6.48;0.06
S01544;RHYOLITE;77.5;0.23;11.06;4.16;0.52;0.64;0.03;1.05;4.32;0.04
S01545;RHYOLITE;68.5;0.334;10.8;6.75;6.1;2.6;0.4;0.9;2.4;0.04
S01546;RHYOLITE;76;0.153;9.8;5.67;0.3;3.7;0.1;1.4;0.2;0.02
S01547;RHYOLITE;77.5;0.217;11.5;3.24;1;1.3;0;0.5;4.2;0.02
S01548;RHYOLITE;76.3;0.068;12.6;1.44;2.3;1;0;4.3;1.7;
S01549;RHYOLITE;73.7;0.176;11.5;8.01;0.5;3.9;0.3;0.9;0.1;0.02
S01550;RHYOLITE;75.7;0.356;11.4;4.5;2.7;0.8;0.1;0;3.9;0.08
S01551;RHYOLITE;73.4;0.275;12.2;4.41;2.5;2.1;0.1;0.7;3.7;0.02
S01552;RHYOLITE;78.3;0.174;10.8;3.6;0.2;2.1;0;1.5;2.8;
S01553;RHYOLITE;74.86;0.28;13.71;1.87;0.69;0.61;0.06;3.4;3.63;0.05
S01554;RHYOLITE;74.77;0.29;14.27;2.15;1.21;0.7;0.05;4;2.65;0.05
S01555;RHYOLITE;73.7;0.33;14.3;0.79;1.62;0.35;0.04;2;4.93;0.07
S01556;RHYOLITE;77.89;0.29;12.54;0.32;1.87;0.12;0.02;2.26;5.63;0.07
S01557;RHYOLITE;73.31;0.45;12.63;1.63;1.71;0.42;0.05;0.86;5.13;0.07
S01558;RHYOLITE;75;0.51;13.8;1.7;1.65;0.43;0.07;1.58;4.86;0.1
S01559;RHYOLITE;76.9;0.21;12.7;1.06;2.11;0.37;0.03;1.55;4.05;0.03
S01560;RHYOLITE;75.7;0.2;13.2;1.21;1;0.37;0.03;0.68;6.17;0.04
S01561;RHYOLITE;74.8;0.19;12.48;1.09;4.67;0.47;0.04;2.1;1.26;0.03
S01562;RHYOLITE;72.97;0.24;15.86;1.59;2.52;0.48;0.04;2.2;3.8;0.04
S01563;RHYOLITE;76.5;0.21;11.5;1.2;2.73;0.3;0.04;1.34;3.37;0.04
S01564;RHYOLITE;71.45;0.63;13.4;4.3;1.02;0.56;;2.34;3.51;
S01565;BASALT;52.97;1;13.4;8.2;9.22;7;;3.43;3;
S01566;BASALT;56.74;0.96;17.08;;7.36;4.09;0.13;0.8;4.14;0.05
S01567;BASALT;52.45;1.05;16.44;;8.56;6.74;0.13;0.47;2.25;0.04
S01568;ANDESITE;56.27;0.78;16.41;;6.64;5.23;0.09;0.85;3.39;0.03
S01569;ANDESITE;61.71;0.67;14.57;;4.08;4.71;0.11;0.53;5.04;0.04
S01570;DACITE;66.44;0.49;14.46;;6.47;1.69;0.08;0.44;3.63;0.01
S01571;RHYOLITE;70.49;0.28;12.34;;3.79;0.53;0.09;1.67;4.02;0.01
S01572;RHYOLITE;78.31;0.37;12.18;;0.67;0.22;0.02;0.5;5.95;0.07
S01573;BASALT;50.36;0.95;13.99;;11.48;8.13;0.19;0.19;1.39;0.04
S01574;BASALT;50.88;2.54;12.04;;7.14;4.62;0.24;0.8;3.73;0.23
S01575;ANDESITE;54.2;2.31;12.48;;5.84;4.34;0.19;0.66;4.95;0.33
S01576;RHYOLITE;67.55;0.88;11.88;;3.96;1.33;0.19;0.27;4.81;0.26
S01577;RHYOLITE;76.62;0.3;11.28;;2.36;1.29;0.09;0.11;6.57;0
S01578;RHYOLITE;69.39;0.23;15.58;2.13;1.39;0.52;0.07;1.52;6.29;0.11
S01579;RHYOLITE;72.47;0.15;14.67;0.94;3.29;0.4;0.01;1.81;4.11;0.07
S01580;RHYOLITE;67.43;0.28;15.81;3.06;3.43;0.24;0.08;1.42;4.08;0.07
S01581;RHYOLITE;83.37;0.19;8.44;1.86;0.5;0.12;0.05;0.66;3.55;0.03
S01582;RHYOLITE;85.95;0.16;6.45;3.28;0.03;0.44;0.02;1.24;0.28;0.02
S01583;RHYOLITE;71.21;0.22;15.14;1.49;1.85;0.34;0.03;2.02;4.96;0.05
S01584;RHYOLITE;69.12;0.52;12.03;5.42;2.48;0.72;0.1;1.47;4.25;0.07
S01585;RHYOLITE;78.17;0.23;11.98;0.63;0.51;;0.02;1.42;5.38;0.04
S01586;RHYOLITE;85.17;0.09;6.56;2.77;;0.78;;1.5;0.15;0.02
S01587;RHYOLITE;67.69;0.4;15.41;2.37;9.08;;0.05;0.57;2.33;0.2
S01588;RHYOLITE;67.78;1.1;14.54;1.67;3.95;0.21;0.05;1.37;5.02;0.23
S01589;ANDESITE;59.03;0.91;12.61;8.82;6.57;2.12;0.12;0.11;4.64;0.2
S01590;RHYOLITE;79.57;0.57;8.9;2.56;2.35;1.18;0.05;0.02;3.49;0.13
S01591;DACITE;65.25;0.76;14.41;5.58;0.52;6.3;0.1;2.32;0.31;0.34
S01592;RHYOLITE;68.14;0.47;11.23;3.98;4.26;2.77;0.15;0.88;2.95;0.1
S01593;RHYOLITE;70.86;0.45;13.98;2.2;2.85;1.25;0.03;0.41;5.82;0.27
S01594;RHYOLITE;75.8;1.07;14.38;1.6;0.33;0.19;0.02;4.35;0.27;0.25
S01595;RHYOLITE;75.41;0.66;12.21;5.36;0.15;1.87;0.12;1.39;;0.12
S01596;RHYOLITE;69.33;0.6;14.24;4.1;0.44;4.15;0.03;2.94;0.43;0.3
S01597;RHYOLITE;81.76;0.11;6.87;5;0.02;0.22;;2.2;0.1;0.01
S01598;RHYOLITE;69.52;0.37;12.33;3.14;3.62;0.89;0.11;2.17;1.14;0.12
S01599;RHYOLITE;74.72;0.17;12.56;2.52;0.7;0.71;0.05;1.22;5.41;0.03
S01600;RHYOLITE;73.39;0.3;11.41;5.22;0.87;1.1;0.07;3.48;2.24;0.05
S01601;RHYOLITE;78.48;0.26;9.61;3.93;0.09;2.26;0.05;0.75;2.62;0.03
S01602;DACITE;65.88;0.64;10.59;11.36;0.13;6.34;0.05;0.05;;0.12
S01603;DACITE;65.19;0.89;12.65;9.3;3.33;1.57;0.1;0.55;4.46;0.2
S01604;DACITE;63.43;0.35;11.52;8.27;11.64;1.44;0.37;1.02;1.07;0.08
S01605;RHYOLITE;76.59;0.1;13.29;0.45;0.39;0.01;;1.25;5.83;0.06
S01606;ANDESITE;62.62;0.57;15.75;5.14;4.61;3.55;0.09;1.44;3.87;0.12
S01607;RHYOLITE;74.42;0.06;13.83;0.43;1.32;0.35;0.02;3.01;3.94;0.03
S01608;RHYOLITE;77.15;0.19;10.29;3.18;1.92;0.47;0.05;2.22;1.03;0.03
S01609;RHYOLITE;69.32;0.39;12.7;3.74;3.48;0.23;0.09;2.43;3.06;0.06
S01610;RHYOLITE;73.08;0.45;12.42;4.1;1.34;0.97;0.05;0.72;5.18;0.09
S01611;RHYOLITE;74.66;0.16;10.87;7.05;;2.09;0.03;1.79;0.24;0.02
S01612;RHYOLITE;68.7;0.36;14.35;3.1;2.35;0.87;0.07;4.43;0.33;0.1
S01613;RHYOLITE;74.4;0.22;10.82;1.23;3.95;0.42;0.03;2.1;2.15;0.08
S01614;RHYOLITE;69.04;0.46;15.55;2.51;0.73;1.07;0.03;1.58;6.31;0.34
S01615;ANDESITE;55.13;0.7;16.36;7.48;5.79;5.62;0.13;1.61;2.72;0.14
S01616;RHYOLITE;77.61;0.2;12.44;0.21;1.23;;;1.95;4.05;0.03
S01617;RHYOLITE;70.65;0.32;13.55;3.94;2.41;0.68;0.03;2.36;2.05;0.07
S01618;ANDESITE;54.59;0.86;16.19;8.23;8.71;4.93;0.15;0.72;1.86;0.14
S01619;DACITE;65.8;0.79;15.57;2.56;5.6;0.95;0.08;2.65;4.58;0.18
S01620;ANDESITE;60.24;0.54;15.64;6.42;7.56;3.94;0.11;1.32;2.27;0.11
S01621;ANDESITE;62.11;0.76;13.98;5.03;4.54;3.1;0.07;1.75;2.43;0.14
S01622;ANDESITE;62.88;0.25;17.16;1.66;3.77;0.98;0.02;4.14;4.25;0.08
S01623;RHYOLITE;83.64;0.16;10.99;0.87;0.03;0.54;0.01;2.18;0.77;0.02
S01624;RHYOLITE;88.82;0.05;9.74;0.02;0.03;;;0.53;0.05;0.02
S01625;RHYOLITE;75.39;0.56;13.56;2.66;0.18;1.32;0.06;3.01;0.24;0.11
S01626;DACITE;64.65;0.35;17.5;3.56;2.68;2.24;0.09;1.82;4.87;0.12
S01627;RHYOLITE;76.14;0.36;13.97;0.24;;0.27;;8.32;0.12;0.03
S01628;DACITE;64.02;0.32;18.25;2.89;4.27;2.15;0.04;1.67;4.5;0.09
S01629;ANDESITE;61.06;0.81;14.86;6.3;5.18;4.57;0.11;1.75;4.28;0.17
S01630;RHYOLITE;82.32;0.12;9.89;1.42;0.21;0.07;0.03;1.94;3.31;0.02
S01631;RHYOLITE;68.87;0.45;12.32;4.64;0.94;3.27;0.07;1.55;2.33;0.08
S01632;RHYOLITE;72.39;0.53;13.45;2.85;0.73;0.44;0.06;1.84;4.22;0.11
S01633;DACITE;62.68;0.52;16.15;5.72;3.25;1.92;0.12;0.75;5.88;0.1
S01634;RHYOLITE;79.73;0.09;11.6;1.37;0.55;0.2;0.04;2.15;2.06;0.02
S01635;RHYOLITE;70.62;0.41;12.2;4.64;1.19;2.59;0.09;1.96;2.29;0.07
S01636;RHYOLITE;67.35;0.49;13.09;3.38;3.17;1.02;0.08;4;1.36;0.15
S01637;RHYOLITE;71.15;0.31;10.94;6.06;0.08;2.12;0.14;2.43;0.17;0.07
S01638;RHYOLITE;70.22;0.6;13.43;1.84;2.96;0.21;0.08;1.21;5.41;0.15
S01639;RHYOLITE;73.01;0.28;12.73;3.51;1.87;1;0.06;1.61;3.74;0.06
S01640;RHYOLITE;75.9;0.25;9.27;6.29;1.72;0.81;0.18;0.8;2.01;0.04
S01641;RHYOLITE;72.28;0.29;12.09;2.42;2.82;0.34;0.08;0.87;5.63;0.06
S01642;RHYOLITE;66.74;0.5;15.44;3.48;1.22;1.79;0.06;0.66;7.82;0.09
S01643;DACITE;63.77;0.58;13.81;4.91;4.21;3.26;0.07;1.28;4.38;0.1
S01644;RHYOLITE;70.29;0.13;7.62;12.14;0.02;4.08;0.14;0.24;;0.02
S01645;RHYOLITE;79.63;0.13;10.13;3.46;0.02;2.64;0.01;1.95;0.22;0.02
S01646;RHYOLITE;75.72;0.28;12.19;3.26;0.13;1.31;0.04;0.84;4.52;0.05
S01647;RHYOLITE;71.43;0.33;12.85;2.83;2;0.59;0.05;0.36;6.65;0.07
S01648;RHYOLITE;70.89;0.22;11.13;8.78;0.71;1.88;0.09;0.9;2.45;0.05
S01649;RHYOLITE;67.35;0.33;10.23;5.32;5.96;0.75;0.19;1.05;3.1;0.07
S01650;RHYOLITE;70.29;0.33;14.42;4.7;1.29;0.61;0.09;3.1;3.6;0.05
S01651;RHYOLITE;78.58;0.34;10.71;1.95;0.91;0.25;0.03;0.39;5.61;0.06
S01652;RHYOLITE;83.18;0.2;9.18;0.86;0.32;0.24;0.01;0.08;5.17;0.03
S01653;RHYOLITE;81.88;0.43;11.34;0.46;0.19;0.45;;3.32;0.52;0.05
S01654;RHYOLITE;72.92;0.26;12.6;4.39;0.97;0.83;0.13;1.22;4.98;0.04
S01655;RHYOLITE;70.88;0.38;13.26;5.58;0.07;0.28;0.03;3.53;0.62;0.08
S01656;RHYOLITE;72.83;0.26;11.55;6.41;1.05;1.01;0.22;0.22;4.32;0.04
S01657;RHYOLITE;72.95;0.25;11.33;4.89;1.26;0.85;0.08;0.29;4.98;0.04
S01658;RHYOLITE;74.28;0.33;11.56;1.87;2.67;0.57;0.03;1.09;4.42;0.06
S01659;RHYOLITE;70.49;0.28;10.36;3.59;3.08;2.4;0.13;1.2;2.9;0.07
S01660;RHYOLITE;72.79;0.23;10.72;4.71;0.92;2.19;0.27;2.73;1.12;0.04
S01661;RHYOLITE;70.95;0.45;12.55;4.24;2.01;1.24;0.08;1.51;3.97;0.08
S01662;RHYOLITE;73.92;0.21;9.61;1.52;4.62;0.1;0.13;0.33;5.03;0.04
S01663;RHYOLITE;76.05;0.2;10.92;1.96;1.34;0.33;0.03;0.63;5.74;0.05
S01664;RHYOLITE;61.94;0.84;17.16;5.61;2.6;3.17;0.08;1.51;3.88;0.13
S01665;RHYOLITE;73.96;0.22;13.25;2.63;0.68;0.8;0.02;4.78;1.27;0.03
S01666;DACITE;64.15;0.56;15.06;4.24;4.25;2.79;0.08;2.2;3.6;0.16
S01667;RHYOLITE;76.42;0.3;10.16;2.89;2.53;1.14;0.05;1.53;2.29;0.07
S01668;RHYOLITE;77.4;0.25;11.26;1.34;0.55;0.09;0.04;3;4.64;0.05
S01669;ANDESITE;55.75;1.03;16.33;8.13;6.37;4.76;0.13;1.13;5.09;0.14
S01670;RHYOLITE;73.25;0.25;12.46;3.91;1.6;1.18;0.06;2.1;3.61;0.03
S01671;RHYOLITE;72.65;0.26;12.26;3.55;1.53;0.57;0.06;0.61;5.38;0.05
S01672;RHYOLITE;74.88;0.23;11.56;3.15;3.04;0.18;0.1;4.07;1.67;0.04
S01673;RHYOLITE;73.59;0.31;12.54;3.96;1.1;0.86;0.07;1.36;4.56;0.07
S01674;RHYOLITE;80.52;0.12;9.15;1.62;1.41;0.54;0.04;2.04;1.99;0.03
S01675;RHYOLITE;70.41;0.36;13.12;3.46;2.58;0.41;0.09;4.02;0.22;0.05
S01676;RHYOLITE;69.93;0.25;15.88;2.09;1.51;1.16;0.06;4.37;1.81;0.04
S01677;RHYOLITE;72.06;0.32;14.03;1.68;2.87;0.58;0.06;2.91;2.55;0.08
S01678;DACITE;66.46;0.62;14.98;3.55;4.68;1.71;0.11;1.74;1.91;0.15
S01679;RHYOLITE;72.45;0.22;11.65;1.35;4.23;0.83;0.07;1.45;3.63;0.06
S01680;RHYOLITE;76.92;0.17;12.03;0.85;1.75;0.43;0.03;3.09;1.98;0.04
S01681;RHYOLITE;83.36;0.11;5.49;4.44;;0.55;;1.8;0.17;0.02
S01682;RHYOLITE;79.13;0.11;5.72;4.96;0.24;5.54;0.1;0.05;0.11;0.03
S01683;RHYOLITE;84.15;0.18;8.59;0.39;0.41;0.05;;4.19;1.62;0.03
S01684;RHYOLITE;83.38;0.12;4.65;5.61;0.01;2.57;0.04;0.04;0.02;0.02
S01685;RHYOLITE;78.24;0.13;10.51;1.78;0.27;1.69;0.02;3.66;0.72;0.02
S01686;RHYOLITE;72.6;0.32;12.61;3.09;0.06;4.33;0.06;2.98;0.33;0.05
S01687;RHYOLITE;73.36;0.39;12.92;3.31;0.04;1.91;0.05;3.95;0.23;0.03
S01688;THOLEIITE;49.01;1.51;16.11;14.59;8.38;4.03;0.21;0.71;3.95;0.19
S01689;THOLEIITE;51.58;1.29;15.86;11.77;9.7;4.98;0.26;0.21;3.33;0.1
S01690;THOLEIITE;52.8;1.34;15.66;10.59;10.56;4.83;0.21;0.21;3.02;0.1
S01691;THOLEIITE;50.66;1.6;14.91;14.92;8.82;4.12;0.25;0.28;2.42;0.18
S01692;THOLEIITE;50.66;2.19;12.55;17.21;8.63;4.56;0.29;0.31;2.13;0.21
S01693;THOLEIITE;47.54;1.17;15.87;12.89;10.63;7.56;0.19;0.09;3.02;0.09
S01694;THOLEIITE;50.36;1.26;16.97;11.36;11.75;4.56;0.17;0.27;2.47;0.11
S01695;THOLEIITE;52.37;1.46;14.33;12.66;9.53;6.21;0.18;0.15;2.04;0.14
S01696;THOLEIITE;48.63;1.26;14.98;13.39;11.9;6.19;0.26;0.17;1.98;0.1
S01697;THOLEIITE;51;1.37;15.05;12.84;9.15;7.15;0.19;0.13;2.24;0.12
S01698;THOLEIITE;50.1;1.36;15.19;13;8.58;7.37;0.19;0.15;3.15;0.12
S01699;THOLEIITE;49.55;2.01;14.38;15.09;8.63;5.67;0.187;0.14;2.26;0.241
S01700;THOLEIITE;50.04;1.257;13.95;13.91;9.16;6.1;0.2;0.18;3.05;0.106
S01701;THOLEIITE;49.08;1.15;15.06;13.23;9.95;6.44;0.22;0.16;2.64;0.1
S01702;THOLEIITE;45.57;1.12;14.79;13.94;10.69;8.68;0.22;0.2;2.41;0.09
S01703;THOLEIITE;47.58;1.1;15.5;13.74;10.05;7.16;0.23;0.16;2.85;0.09
S01704;THOLEIITE;46.3;0.79;15.63;12.17;12.73;7.83;0.26;0.12;1.86;0.07
S01705;THOLEIITE;53.27;0.68;14.94;8.49;11.92;6.99;0.21;0.34;1.83;0.08
S01706;THOLEIITE;48.61;1.09;14.35;12.25;10.51;6.93;0.22;0.48;1.86;0.06
S01707;THOLEIITE;53.33;1;15.14;8.47;9.81;6.78;0.18;0.46;1.79;0.07
S01708;THOLEIITE;53.32;1.44;16.28;9.82;8.44;5.11;0.26;0.78;2.34;0.08
S01709;THOLEIITE;49.05;0.81;13.54;12.44;10.23;7.02;0.21;0.47;2.11;0.05
S01710;THOLEIITE;49.74;1.21;14.32;14.48;9.06;6.98;0.2;0.43;3.05;0.08
S01711;THOLEIITE;49.02;0.88;14.37;11.77;10.93;7.32;0.21;0.18;2.61;0.07
S01712;BASALT;48.06;1.04;13.86;12.94;12.22;6.92;0.23;0.03;2.03;0.08
S01713;BASALT;51.71;1.56;12.98;14.34;7.59;5.03;0.28;0.11;4.51;0.14
S01714;BASALT;49.45;1.39;12.62;14.77;10.08;5.95;0.26;0.37;2.2;0.11
S01715;BASALT;49.43;1.75;14.15;15.13;9.29;4.7;0.32;0.49;2.9;0.18
S01716;BASALT;53.05;1.72;14.24;12.81;9.3;3.86;0.26;0.24;2.93;0.15
S01717;DACITE;63.17;1.73;11.2;9.98;5.59;2.63;0.38;0.91;3.07;0.24
S01718;RHYOLITE;73.68;0.41;10.95;5.08;2.77;0.76;0.14;0.72;4.85;0.07
S01719;BASALT;54.43;0.74;14.66;8.31;10.01;6.97;0.19;0.45;3.23;0.08
S01720;BASALT;50.78;1.04;14.55;12.53;8.9;6.28;0.27;0.28;3.88;0.08
S01721;BASALT;50.42;1.51;13;15;8.02;5.83;0.17;0.1;4.13;0.15
S01722;BASALT;49.07;1.89;19.33;12.17;7.42;3.46;0.27;0.28;4.61;0.16
S01723;BASALT;48.42;1.95;16.7;14.08;10.57;3.83;0.37;0.54;1.61;0.37
S01724;KOMATIITE;51.84;2.29;12.67;16.24;6.35;4.03;0.24;0.44;3.86;0.22
S01725;KOMATIITE;41.54;0.26;1.77;15.53;2.64;35.97;0.23;0.06;0.24;0.03
S01726;BASALT;47.48;0.36;6.8;11.24;6.46;25.97;0.18;0;0.22;0.04
S01727;BASALT;46.49;0.51;10.05;11.62;15.29;14.15;0.21;0.01;0.32;0.05
S01728;BASALT;51.98;0.73;12.3;10.6;8.62;10.64;0.21;0.05;3.61;0.07
S01729;BASALT;50.77;0.66;12.74;12.39;8.52;10.1;0.24;0.74;2.39;0.06
S01730;BASALT;50.33;0.62;12.35;11.02;12.45;9.18;0.22;0.19;2.37;0.05
S01731;BASALT;46.79;2.43;12.67;17.1;10.42;5.19;0.23;0.41;2.81;0.05
S01732;BASALT;47.88;0.84;16.79;11.12;11.22;8.32;0.18;0.05;2.31;0.05
S01733;BASALT;45.52;1.33;14.87;13.48;14.2;5.09;0.52;0.1;3.28;0.11
S01734;BASALT;48.17;2.81;12.67;21.92;2.02;9.03;0.3;0;0.31;0.34
S01735;BASALT;48.44;2.09;13.08;17.15;9.47;5.76;0.25;0.1;1.52;0.22
S01736;RHYOLITE;73.89;0.27;10.93;4.35;6.39;0.75;0.18;2.27;0.43;0.05
S01737;BASALT;53.8;1.3;13;13.14;8.3;5.9;0.2;0.3;2.5;0.12
S01738;BASALT;51.6;1.3;14.2;13.68;7.8;6.6;0.2;0.2;2.8;0.13
S01739;BASALT;52.4;1.6;13.2;15.12;7.5;4.7;0.2;0.6;2.6;0.26
S01740;BASALT;52;1;14.3;12.06;9;6.8;0.2;0.2;3;0.09
S01741;BASALT;52;1;14.3;12.06;9;6.8;0.2;0.2;3;0.09
S01742;BASALT;51.1;1.2;13.8;13.86;9.3;6;0.2;0.5;2.3;0.1
S01743;BASALT;50;1.3;14.6;14.67;7.7;6.8;0.2;0.1;2.7;0.12
S01744;BASALT;51.3;1.3;13.9;14.4;8.6;6.3;0.2;0.3;1.9;0.13
S01745;BASALT;51.3;0.9;14.3;11.52;9.8;7.3;0.2;0.1;3.1;0.08
S01746;BASALT;50.8;1.1;14.5;13.23;9;6.8;0.2;0.5;2.3;0.1
S01747;BASALT;50.8;0.8;14.8;9.72;11.3;8.6;0.1;0.8;1.9;0.06
S01748;BASALT;54.1;1.2;12.9;13.05;8.1;5.6;0.2;0.4;2.8;0.11
S01749;BASALT;51.9;1.4;14.6;12.6;11.6;5;0.1;0.3;1;0.15
S01750;BASALT;46;2.3;13.3;15.66;8.1;9.4;0.2;0.6;2.1;0.41
S01751;BASALT;46.3;2.4;17;15.39;10.1;3.3;0.4;0.4;2.7;0.4
S01752;BASALT;52.9;1.5;13.9;13.5;7.7;4.9;0.2;0.7;3;0.1
S01753;BASALT;54.2;1.3;11.6;15.12;8.5;4;0.4;0.5;2.8;0.1
S01754;BASALT;59.7;1.8;16;7.47;7.2;1.6;0.2;1.1;3.8;0.4
S01755;BASALT;56.7;1.4;17.9;7.74;8.5;2;0.2;0.6;3.7;0.2
S01756;BASALT;50;2.2;13.5;13.95;9.6;4.9;0.3;0.4;3.2;0.4
S01757;BASALT;47.6;2.8;13;15.93;8.9;6;0.2;0.7;2.5;0.4
S01758;BASALT;48.2;2.5;14.1;15.03;9.3;6.8;0.3;0.4;1.2;0.4
S01759;GABBRO;52;0.9;13.4;12.15;8.4;8.1;0.2;0.29;3.2;0.08
S01760;GABBRO;53;0.7;11.6;10.89;9.7;9.6;0.2;0.6;2.5;0.07
S01761;GABBRO;53;0.7;11.7;11.16;9.4;9.7;0.2;0.3;2.4;0.07
S01762;GABBRO;51.5;0.8;11.9;11.43;10;10;0.2;0.45;2.4;0.06
S01763;GABBRO;52.5;0.7;11.7;11.16;8.8;10.6;0.2;0.16;2.9;0.07
S01764;GABBRO;50.8;0.8;11.8;10.89;10.9;9.7;0.2;1;2.7;0.06
S01765;BASALT;48.42;1.3;6.94;14.93;13.18;12.58;0.23;0.12;0.55;0.09
S01766;BASALT;49.18;1.24;8.93;15.68;10.53;9.69;0.25;0.24;2.38;0.13
S01767;BASALT;48.41;0.76;15.14;11;10.7;10.64;0.19;0.18;1.69;0.07
S01768;BASALT;49.96;0.85;4.31;14.19;12.81;15.55;0.22;0.12;0.36;0.05
S01769;BASALT;49.99;0.77;15.86;10.67;10.28;8.39;0.18;0.46;2.14;0.07
S01770;BASALT;48.51;0.65;15.56;11.38;10.91;8.81;0.18;0.75;1.91;0.06
S01771;BASALT;49.24;0.77;15.84;12.07;9.85;7.92;0.18;0.52;2.2;0.06
S01772;BASALT;49.35;1.58;14.56;13.49;9.5;6.44;0.24;0.27;2.9;0.16
S01773;BASALT;49.7;0.89;14.73;12.22;9.84;7.49;0.19;0.45;3.05;0.07
S01774;BASALT;49.71;0.97;14.22;12.79;10.33;7.63;0.23;0.75;1.87;0.07
S01775;BASALT;50.46;0.89;14.85;12.08;7.54;9.03;0.21;0.58;2.95;0.08
S01776;BASALT;50.25;0.93;14.82;13.88;9.74;6.87;0.23;0.13;1.52;0.08
S01777;BASALT;44;0.93;13.62;9.19;25.9;4.65;0.35;0.04;0.09;0.22
S01778;ANDESITE;57.62;0.56;14.64;8.25;7.8;5.95;0.15;0.75;3.3;0.05
S01779;ANDESITE;57.56;0.94;15.19;8.35;8.56;4.75;0.16;0.9;2.43;0.21
S01780;ANDESITE;58.33;1.26;15.08;9.23;6.55;4.34;0.14;0.13;3.46;0.45
S01781;ANDESITE;59.01;0.79;15.87;6.98;8.1;4.41;0.13;0.86;2.9;0.17
S01782;ANDESITE;60.35;0.93;20.97;4.61;3.09;2.32;0.09;4.91;2.04;0.18
S01783;ANDESITE;60.95;0.87;16.2;7.17;4.3;4.68;0.11;0.43;4.29;0.19
S01784;ANDESITE;62.42;0.7;15.69;6.46;7.19;2.68;0.13;0.24;3.64;0.14
S01785;DACITE;64.31;0.71;16.51;4.96;4.55;2.46;0.07;1.61;4.1;0.16
S01786;DACITE;64.85;0.75;16.25;4.52;5.08;2.13;0.07;0.87;4.75;0.23
S01787;RHYOLITE;71.82;0.48;10.96;8.18;2.55;0.76;0.17;0.24;3.85;0.09
S01788;RHYOLITE;72.12;0.29;15.1;2.11;2.89;0.84;0.03;1.81;4.48;0.07
S01789;RHYOLITE;76.03;0.55;13.15;2.15;1.91;0.83;0.03;2.25;2.7;0.16
S01790;RHYOLITE;76.45;0.22;12.39;2.42;1.81;0.34;0.03;1.95;4.1;0.02
S01791;DACITE;59.7;1.31;10.42;;6.84;1.15;0.22;0.47;3.81;0.46
S01792;DACITE;57.53;1.5;12.81;;3.42;2.31;0.17;0.01;3.89;0.51
S01793;DACITE;48.27;1.32;10.69;;5.07;3.67;0.31;0;0.19;0.47
S01794;DACITE;51.39;1.3;10.83;;7.46;2.51;0.32;0.02;2.11;0.46
S01795;DACITE;54.39;1.43;11.92;;3.93;3.14;0.26;0.02;2.41;0.51
S01796;DACITE;58.81;1.465;12.87;10.61;3.96;2.08;0.174;0.014;4.4;0.52
